source_id	ONCacs	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	Vis	F435W	e_F435W	f_F435W	F555W	e_F555W	f_F555W	F658N	e_F658N	f_F658N	F775W	e_F775W	f_F775W	F850LP	e_F850LP	f_F850LP	type	Obs
129	129	83.583737	-5.387553	4	0	05 34 20.097	-05 23 15.19	2	       	25.696	0	       	25.3859	4	       	21.9119	0	22.7539	0.0938	1	21.1058	0.0437	1	1	2005-04-01T06:43:47
133	133	83.584208	-5.251303	2	0	05 34 20.210	-05 15 04.69	32	       	26.0851	0	       	25.5724	0	       	22.5594	0	22.2096	0.0238	1	20.3918	0.0195	1	1	2005-04-10T03:21:27
133	133	83.584225	-5.251319	2	0	05 34 20.214	-05 15 04.75	41	       	25.6618	0	       	25.48	0	       	22.4504	0	22.1294	0.0234	1	20.2047	0.0168	1	1	2005-04-10T18:45:40
135	135	83.584579	-5.410964	2	1	05 34 20.299	-05 24 39.47	11	       	25.3347	0	       	25.2305	0	       	22.0157	0	23.3866	0.0528	1	21.3719	0.0447	1	1	2005-04-07T06:40:27
135	135	83.584579	-5.410964	2	1	05 34 20.299	-05 24 39.47	12	       	25.8621	0	       	25.5889	0	       	21.7429	0	23.242	0.0452	1	21.6055	0.0486	1	1	2005-04-07T09:52:24
137	137	83.584704	-5.354478	2	0	05 34 20.329	-05 21 16.12	1	       	26.0049	0	       	25.5045	0	       	22.1715	0	22.2936	0.0251	1	20.605	0.0242	1	1	2005-03-31T06:44:32
137	137	83.584704	-5.354478	2	0	05 34 20.329	-05 21 16.12	2	       	25.8211	0	       	25.6799	0	       	22.0697	0	22.107	0.0246	1	20.7174	0.027	1	1	2005-04-01T06:43:47
139	139	83.58485	-5.254433	2	0	05 34 20.364	-05 15 15.96	32	       	26.0515	0	       	25.8149	0	       	22.4313	0	23.7665	0.0546	1	22.0861	0.0389	1	1	2005-04-10T03:21:27
139	139	83.58485	-5.254433	2	0	05 34 20.364	-05 15 15.96	41	       	25.969	0	       	25.9776	0	       	22.2906	0	23.1453	0.1029	1	22.0702	0.0601	1	1	2005-04-10T18:45:40
141	141	83.585392	-5.254003	2	0	05 34 20.494	-05 15 14.41	32	25.1155	0.1057	1	23.0825	0.0295	1	21.1658	0.0771	1	20.4503	0.0142	1	18.981	0.0072	1	1	2005-04-10T03:21:27
141	141	83.585412	-5.254017	2	0	05 34 20.499	-05 15 14.46	41	25.1821	0.1153	1	23.0839	0.0292	1	21.6137	0.1137	1	20.3602	0.014	1	18.9686	0.0072	1	1	2005-04-10T18:45:40
143	143	83.585646	-5.358283	2	1	05 34 20.555	-05 21 29.82	1	24.3915	0.0757	1	22.6106	0.026	1	20.7256	0.0714	1	19.3603	0.0119	1	18.1877	0.0049	1	1	2005-03-31T06:44:32
143	143	83.585646	-5.358283	2	1	05 34 20.555	-05 21 29.82	2	24.2853	0.0684	1	22.1042	0.0412	1	20.9713	0.088	1	19.1645	0.0053	1	18.2313	0.005	1	1	2005-04-01T06:43:47
145	145	83.5857	-5.273639	2	0	05 34 20.568	-05 16 25.10	32	       	25.6859	0	       	25.926	4	       	22.2797	0	22.3426	0.0484	1	21.4773	0.0387	1	1	2005-04-10T03:21:27
145	145	83.5857	-5.273639	2	0	05 34 20.568	-05 16 25.10	33	       	26.1052	0	       	25.9128	4	       	22.1889	0	23.2967	0.0398	1	22.3212	0.0397	1	1	2005-04-09T17:10:08
147	147	83.585725	-5.259892	1	0	05 34 20.574	-05 15 35.61	32	       	26.24	0	       	25.7853	0	       	22.3616	0	23.6448	0.051	1	22.4135	0.1068	1	1	2005-04-10T03:21:27
148	148	83.586137	-5.208542	1	0	05 34 20.673	-05 12 30.75	41	24.3797	0.0961	1	23.8145	0.0418	1	21.6198	0.1153	1	20.6455	0.0147	1	19.4578	0.0083	1	1	2005-04-10T18:45:40
149	149	83.586633	-5.418586	2	1	05 34 20.792	-05 25 06.91	11	       	25.6153	4	       	25.4436	0	       	21.7851	0	20.3303	0.0133	1	18.787	0.0076	1	1	2005-04-07T06:40:27
149	149	83.586633	-5.418586	2	1	05 34 20.792	-05 25 06.91	12	       	25.5025	4	       	25.4517	0	       	21.875	0	20.6381	0.0153	1	18.8883	0.008	1	1	2005-04-07T09:52:24
151	151	83.586638	-5.205986	1	0	05 34 20.793	-05 12 21.55	41	23.6497	0.0385	1	21.9901	0.018	1	20.4917	0.0403	1	19.7438	0.0125	1	18.8169	0.0058	1	1	2005-04-10T18:45:40
152	152	83.58665	-5.391408	3	0	05 34 20.796	-05 23 29.07	2	19.6819	0.0148	1	17.5769	0.0014	2	16.4142	0.0123	1	15.028	       	3	14.3154	0.0021	2	1	2005-04-01T06:43:47
152	152	83.586654	-5.391403	3	0	05 34 20.797	-05 23 29.05	11	19.0734	0.0028	1	17.6617	0.0014	2	15.9009	0.0053	1	15.1134	       	3	14.2888	0.002	2	1	2005-04-07T06:40:27
152	152	83.586654	-5.391403	3	0	05 34 20.797	-05 23 29.05	12	19.3271	0.0143	1	17.7335	0.0015	2	15.9771	0.0055	1	15.1881	       	3	14.3641	0.002	2	1	2005-04-07T09:52:24
155	155	83.586742	-5.281444	2	0	05 34 20.818	-05 16 53.20	32	       	25.9583	0	       	25.8514	0	       	22.4084	0	24.4228	0.0907	1	22.531	0.1203	1	1	2005-04-10T03:21:27
155	155	83.586742	-5.281444	2	0	05 34 20.818	-05 16 53.20	33	       	25.9126	0	       	25.3661	0	19.3015	0.0253	1	23.6899	0.1767	1	22.0715	0.0755	1	1	2005-04-09T17:10:08
157	157	83.586942	-5.260731	1	0	05 34 20.866	-05 15 38.63	32	       	26.2244	0	       	25.7977	0	21.1356	0.0871	1	22.1892	0.0235	1	20.8835	0.027	1	1	2005-04-10T03:21:27
158	158	83.587175	-5.205253	1	0	05 34 20.922	-05 12 18.91	41	       	25.8609	0	       	25.9288	0	       	22.5552	0	22.8431	0.0293	1	21.5314	0.0199	1	1	2005-04-10T18:45:40
159	159	83.587262	-5.279911	2	0	05 34 20.943	-05 16 47.68	32	       	26.0147	0	       	25.6552	0	       	22.3873	0	       	25.0955	4	       	24.8456	4	7	2005-04-10T03:21:27
159	159	83.587262	-5.279911	2	0	05 34 20.943	-05 16 47.68	33	       	25.9666	0	       	25.7933	0	       	22.1271	0	       	25.2572	4	       	24.4827	4	7	2005-04-09T17:10:08
161	161	83.587358	-5.288858	2	0	05 34 20.966	-05 17 19.89	32	       	26.098	0	       	25.9174	0	       	22.1668	0	23.7172	0.0583	1	21.6883	0.0403	1	1	2005-04-10T03:21:27
161	161	83.587358	-5.288858	2	0	05 34 20.966	-05 17 19.89	33	       	26.0599	0	       	25.9199	0	       	22.3064	0	23.6634	0.0533	1	22.0432	0.0676	1	1	2005-04-09T17:10:08
163	163	83.587446	-5.41345	2	1	05 34 20.987	-05 24 48.42	11	19.3818	0.0144	1	17.6896	0.0013	2	16.1962	0.0118	1	15.2296	       	3	14.45	0.002	2	1	2005-04-07T06:40:27
163	163	83.587446	-5.41345	2	1	05 34 20.987	-05 24 48.42	12	19.3615	0.0144	1	17.7205	0.0014	2	16.0389	0.0056	1	15.2334	       	3	14.5376	0.0021	2	1	2005-04-07T09:52:24
165	165	83.587983	-5.288744	2	0	05 34 21.116	-05 17 19.48	32	       	25.8952	0	24.4188	0.085	1	       	22.4697	0	21.7594	0.0202	1	20.3948	0.0191	1	1	2005-04-10T03:21:27
165	165	83.587983	-5.288744	2	0	05 34 21.116	-05 17 19.48	33	       	26.0354	0	23.2402	0.0804	1	       	22.3631	0	21.8602	0.0211	1	20.5884	0.0206	1	1	2005-04-09T17:10:08
167	167	83.588587	-5.297717	2	0	05 34 21.261	-05 17 51.78	32	       	25.6439	0	       	25.6666	0	       	21.9689	0	23.8768	0.0656	1	21.8731	0.0699	1	1	2005-04-10T03:21:27
167	167	83.588587	-5.297717	2	0	05 34 21.261	-05 17 51.78	33	       	25.9913	0	       	25.8831	0	       	22.3559	0	23.7153	0.056	1	21.94	0.0683	1	1	2005-04-09T17:10:08
169	169	83.588671	-5.413656	2	1	05 34 21.281	-05 24 49.16	11	       	25.7672	0	       	25.619	0	       	21.7746	0	23.867	0.171	1	22.2994	0.1442	1	1	2005-04-07T06:40:27
169	169	83.588671	-5.413656	2	1	05 34 21.281	-05 24 49.16	12	       	25.8062	0	       	25.4751	0	       	21.7457	0	24.2194	0.1538	1	21.8991	0.0829	1	1	2005-04-07T09:52:24
171	171	83.589054	-5.207408	1	0	05 34 21.373	-05 12 26.67	41	       	26.4613	0	       	26.1506	0	       	22.9849	0	22.6757	0.0574	1	21.4127	0.0347	1	1	2005-04-10T18:45:40
172	172	83.5892	-5.285506	2	0	05 34 21.408	-05 17 07.82	32	22.7686	0.0284	1	20.7247	0.0137	1	18.8004	0.0212	1	17.8131	0.0102	1	16.6457	0.0027	1	1	2005-04-10T03:21:27
172	172	83.5892	-5.285506	2	0	05 34 21.408	-05 17 07.82	33	22.8087	0.0273	1	20.7162	0.0136	1	18.8704	0.0211	1	17.5887	0.0027	2	16.6577	0.0027	1	1	2005-04-09T17:10:08
174	174	83.589942	-5.336614	2	0	05 34 21.586	-05 20 11.81	1	       	25.3553	0	       	25.5767	0	       	21.5349	0	       	25.153	4	22.3759	0.0541	1	1	2005-03-31T06:44:32
174	174	83.589942	-5.336614	2	0	05 34 21.586	-05 20 11.81	2	       	25.6384	0	       	25.4292	0	       	21.9752	0	23.6465	0.159	1	22.2071	0.1079	1	1	2005-04-01T06:43:47
176	176	83.590575	-5.236461	1	0	05 34 21.738	-05 14 11.26	41	       	26.0085	0	       	25.8424	0	       	22.6491	0	23.7358	0.0556	1	21.7058	0.054	1	1	2005-04-10T18:45:40
177	177	83.590917	-5.218853	1	0	05 34 21.820	-05 13 07.87	41	       	26.1997	0	       	25.6581	0	       	22.7506	0	22.1261	0.0228	1	20.6617	0.022	1	1	2005-04-10T18:45:40
178	178	83.590971	-5.386103	4	0	05 34 21.833	-05 23 09.97	2	       	25.9556	0	       	25.7315	0	21.1303	0.1631	1	24.1647	0.0911	1	22.3009	0.099	1	1	2005-04-01T06:43:47
178	178	83.590971	-5.386103	4	0	05 34 21.833	-05 23 09.97	1	       	25.6456	0	22.8049	0.0498	1	       	21.661	0	23.8084	0.0792	1	22.0727	0.1091	1	1	2005-03-31T06:44:32
178	178	83.590971	-5.386103	4	0	05 34 21.833	-05 23 09.97	11	       	25.5052	0	       	25.6352	0	       	21.914	0	23.9793	0.0835	1	22.4846	0.0939	1	1	2005-04-07T06:40:27
178	178	83.590971	-5.386103	4	0	05 34 21.833	-05 23 09.97	12	       	25.8187	0	       	25.2878	0	       	21.9502	0	23.9066	0.0726	1	22.2086	0.1079	1	1	2005-04-07T09:52:24
182	182	83.591171	-5.245667	3	0	05 34 21.881	-05 14 44.40	32	       	26.0905	0	       	25.9763	0	       	22.4127	0	23.0242	0.0346	1	21.1719	0.0353	1	1	2005-04-10T03:21:27
182	182	83.591192	-5.245681	3	0	05 34 21.886	-05 14 44.45	41	       	26.1796	0	       	25.8714	0	       	22.4739	0	23.6944	0.0544	1	21.1549	0.0371	1	1	2005-04-10T18:45:40
182	182	83.591171	-5.245667	3	0	05 34 21.881	-05 14 44.40	33	       	25.2763	0	       	24.8574	0	       	21.6526	0	       	24.9762	4	       	24.5012	4	0	2005-04-09T17:10:08
185	185	83.591208	-5.379783	4	1	05 34 21.890	-05 22 47.22	1	       	25.6193	4	       	25.4254	4	       	21.6089	0	23.5682	0.0641	1	21.5966	0.0454	1	1	2005-03-31T06:44:32
185	185	83.591208	-5.379783	4	1	05 34 21.890	-05 22 47.22	2	       	25.6254	4	       	25.4868	4	       	21.5442	0	23.9939	0.0815	1	21.752	0.0789	1	1	2005-04-01T06:43:47
185	185	83.591208	-5.379775	4	1	05 34 21.890	-05 22 47.19	11	       	25.6297	0	       	25.5525	4	       	21.9021	4	22.8991	0.0633	1	21.6607	0.0707	1	1	2005-04-07T06:40:27
185	185	83.591208	-5.379775	4	1	05 34 21.890	-05 22 47.19	12	       	25.6642	0	       	25.489	4	21.218	0.1619	1	23.0992	0.1312	1	21.5878	0.0664	1	1	2005-04-07T09:52:24
189	189	83.59125	-5.258456	2	0	05 34 21.900	-05 15 30.44	32	22.8257	0.0282	1	20.9866	0.0144	1	18.3667	0.0178	1	16.9232	0.0023	2	15.6873	0.0023	2	1	2005-04-10T03:21:27
189	189	83.59125	-5.258456	2	0	05 34 21.900	-05 15 30.44	33	22.7679	0.0274	1	21.0214	0.0145	1	18.2102	0.0204	1	16.9241	0.0022	2	15.7168	0.0023	2	1	2005-04-09T17:10:08
191	191	83.591533	-5.282281	2	0	05 34 21.968	-05 16 56.21	32	23.6241	0.0406	1	21.3197	0.0157	1	19.4827	0.0269	1	18.0877	0.0031	1	17.1478	0.0031	1	1	2005-04-10T03:21:27
191	191	83.591533	-5.282281	2	0	05 34 21.968	-05 16 56.21	33	23.6021	0.039	1	21.2489	0.0152	1	19.1031	0.0176	1	18.2458	0.0106	1	17.2155	0.0032	1	1	2005-04-09T17:10:08
193	193	83.592175	-5.244231	1	0	05 34 22.122	-05 14 39.23	41	       	26.0454	0	       	25.9338	0	       	22.2733	0	23.5115	0.0484	1	22.3908	0.1154	1	1	2005-04-10T18:45:40
194	194	83.592275	-5.266389	2	0	05 34 22.146	-05 15 59.00	32	       	26.0178	0	       	25.7159	0	       	22.2076	4	23.3057	0.0437	1	20.9735	0.0303	1	7	2005-04-10T03:21:27
194	194	83.592275	-5.266389	2	0	05 34 22.146	-05 15 59.00	33	       	25.996	0	       	25.8086	0	       	22.2344	4	23.3042	0.0432	1	21	0.0335	1	7	2005-04-09T17:10:08
196	196	83.592508	-5.384531	4	0	05 34 22.202	-05 23 04.31	1	       	25.7027	0	       	25.5033	0	       	21.8566	0	24.0888	0.0889	1	23.0595	0.0852	1	1	2005-03-31T06:44:32
196	196	83.592508	-5.384531	4	0	05 34 22.202	-05 23 04.31	2	       	25.752	0	       	25.6374	0	       	21.6811	0	       	24.9018	4	22.0512	0.0976	1	1	2005-04-01T06:43:47
196	196	83.592508	-5.384531	4	0	05 34 22.202	-05 23 04.31	11	       	25.6773	0	       	25.6672	0	       	21.7498	0	23.2475	0.1394	1	22.2756	0.0765	1	1	2005-04-07T06:40:27
196	196	83.592508	-5.384531	4	0	05 34 22.202	-05 23 04.31	12	       	25.7148	0	       	25.615	0	       	21.719	0	23.6564	0.1926	1	22.3712	0.127	1	1	2005-04-07T09:52:24
200	200	83.592587	-5.289131	2	0	05 34 22.221	-05 17 20.87	33	       	25.8297	0	       	25.468	4	       	22.4262	0	23.2227	0.0417	1	21.9682	0.0732	1	1	2005-04-09T17:10:08
200	200	83.592587	-5.289131	2	0	05 34 22.221	-05 17 20.87	32	       	25.8434	0	       	25.6687	4	       	22.1209	0	22.5873	0.0596	1	22.0349	0.0688	1	1	2005-04-10T03:21:27
202	202	83.592687	-5.385311	4	0	05 34 22.245	-05 23 07.12	1	       	25.5653	0	       	25.3903	0	       	21.6643	0	       	25.1634	4	22.8354	0.0862	1	1	2005-03-31T06:44:32
202	202	83.592687	-5.385311	4	0	05 34 22.245	-05 23 07.12	2	       	25.8063	0	       	25.6171	0	       	21.7644	0	       	25.1957	4	22.6725	0.1821	1	1	2005-04-01T06:43:47
202	202	83.592687	-5.385311	4	0	05 34 22.245	-05 23 07.12	11	       	25.7047	0	       	25.6831	0	       	21.5035	0	       	25.242	0	22.8568	0.1868	1	1	2005-04-07T06:40:27
202	202	83.592687	-5.385311	4	0	05 34 22.245	-05 23 07.12	12	       	25.5855	0	       	25.7811	0	       	21.7036	0	       	25.2349	0	22.8459	0.1691	1	1	2005-04-07T09:52:24
206	206	83.593096	-5.409386	2	1	05 34 22.343	-05 24 33.79	11	22.8873	0.031	1	20.5332	0.0134	1	18.3765	0.0407	1	17.1791	0.0024	2	16.1431	0.0025	2	1	2005-04-07T06:40:27
206	206	83.593096	-5.409386	2	1	05 34 22.343	-05 24 33.79	12	22.9318	0.0317	1	20.5949	0.0135	1	18.3743	0.0481	1	17.2204	0.0025	2	16.228	0.0025	2	1	2005-04-07T09:52:24
208	208	83.593162	-5.220833	1	0	05 34 22.359	-05 13 15.00	41	       	26.0059	0	23.345	0.0936	1	       	22.5383	0	21.1688	0.0166	1	20.1366	0.0155	1	1	2005-04-10T18:45:40
209	209	83.593296	-5.374131	2	1	05 34 22.391	-05 22 26.87	1	21.5158	0.0198	1	19.6644	0.0117	1	17.7167	0.0172	1	15.9265	0.0019	2	14.7742	0.0021	2	1	2005-03-31T06:44:32
209	209	83.593296	-5.374131	2	1	05 34 22.391	-05 22 26.87	2	21.4589	0.0197	1	19.8857	0.0121	1	17.5687	0.0275	1	16.0022	0.0019	2	14.8314	0.0021	2	1	2005-04-01T06:43:47
211	211	83.593667	-5.376511	2	1	05 34 22.480	-05 22 35.44	1	       	25.7539	0	       	25.4849	0	       	21.74	0	24.0085	0.0829	1	22.2418	0.1352	1	1	2005-03-31T06:44:32
211	211	83.593667	-5.376511	2	1	05 34 22.480	-05 22 35.44	2	       	25.9383	0	       	25.6884	0	       	21.6052	0	23.8548	0.0713	1	22.3276	0.1336	1	1	2005-04-01T06:43:47
213	213	83.593729	-5.404872	2	1	05 34 22.495	-05 24 17.54	11	       	25.6595	0	       	25.6428	0	       	21.7659	0	23.9309	0.127	1	22.2103	0.1236	1	1	2005-04-07T06:40:27
213	213	83.593729	-5.404872	2	1	05 34 22.495	-05 24 17.54	12	       	25.7137	0	       	25.5206	0	       	21.6833	0	24.2715	0.1186	1	22.1371	0.0861	1	1	2005-04-07T09:52:24
215	215	83.59385	-5.202836	1	0	05 34 22.524	-05 12 10.21	41	23.6685	0.0372	1	22.113	0.0187	1	20.6467	0.0437	1	19.9432	0.0129	1	19.0656	0.0064	1	1	2005-04-10T18:45:40
216	216	83.593879	-5.358225	2	0	05 34 22.531	-05 21 29.61	2	       	25.6592	0	       	25.6023	0	       	21.8858	0	       	24.9423	4	23.0512	0.0862	1	1	2005-04-01T06:43:47
216	216	83.593879	-5.358225	2	0	05 34 22.531	-05 21 29.61	1	       	25.5147	0	       	25.4577	0	       	21.783	0	       	24.7709	4	22.8727	0.125	1	1	2005-03-31T06:44:32
218	218	83.593971	-5.259569	2	0	05 34 22.553	-05 15 34.45	32	23.0547	0.0306	1	21.3121	0.0157	1	19.3285	0.0519	1	18.7541	0.0111	1	17.5255	0.0035	1	1	2005-04-10T03:21:27
218	218	83.593971	-5.259569	2	0	05 34 22.553	-05 15 34.45	33	23.1838	0.033	1	21.2768	0.0157	1	19.6131	0.0298	1	18.7102	0.0111	1	17.5572	0.0035	1	1	2005-04-09T17:10:08
220	220	83.594042	-5.281481	2	0	05 34 22.570	-05 16 53.33	32	24.8888	0.1503	1	23.1161	0.031	1	21.01	0.0729	1	20.1706	0.0135	1	19.0684	0.0074	1	1	2005-04-10T03:21:27
220	220	83.594042	-5.281481	2	0	05 34 22.570	-05 16 53.33	33	25.012	0.1127	1	23.0791	0.0287	1	21.329	0.0854	1	19.8718	0.0075	1	19.0821	0.0073	1	1	2005-04-09T17:10:08
222	222	83.594362	-5.215372	1	0	05 34 22.647	-05 12 55.34	41	       	26.3628	0	       	25.8464	0	       	22.707	0	22.5541	0.0279	1	20.7152	0.0234	1	1	2005-04-10T18:45:40
223	223	83.594425	-5.428653	2	1	05 34 22.662	-05 25 43.15	11	       	25.5878	0	23.1299	0.0343	1	20.7275	0.1166	1	19.6883	0.0079	1	18.7001	0.0074	1	1	2005-04-07T06:40:27
223	223	83.594425	-5.428653	2	1	05 34 22.662	-05 25 43.15	12	       	25.5734	0	23.274	0.038	1	20.7503	0.1926	1	19.9583	0.0131	1	18.7317	0.0073	1	1	2005-04-07T09:52:24
225	225	83.595246	-5.420697	2	1	05 34 22.859	-05 25 14.51	11	       	25.747	0	       	25.3996	0	       	21.4421	0	23.3159	0.0502	1	21.7948	0.0343	1	1	2005-04-07T06:40:27
225	225	83.595246	-5.420697	2	1	05 34 22.859	-05 25 14.51	12	       	25.8404	0	       	25.5763	0	       	21.6704	0	23.3733	0.0512	1	21.6804	0.0309	1	1	2005-04-07T09:52:24
227	227	83.596042	-5.252311	3	0	05 34 23.050	-05 15 08.32	32	       	25.6373	0	       	25.6717	4	       	22.3415	4	23.9884	0.0646	1	21.1918	0.0219	1	1	2005-04-10T03:21:27
227	227	83.596042	-5.252311	3	0	05 34 23.050	-05 15 08.32	33	       	26.1201	0	       	25.7898	4	       	22.5644	4	23.9244	0.0593	1	21.1447	0.0317	1	1	2005-04-09T17:10:08
227	227	83.596058	-5.252325	3	0	05 34 23.054	-05 15 08.37	41	       	26.0862	0	       	25.793	0	       	22.5108	0	23.9925	0.065	1	21.1442	0.0347	1	1	2005-04-10T18:45:40
230	230	83.5962	-5.202931	1	0	05 34 23.088	-05 12 10.55	41	       	25.7925	0	23.8695	0.0422	1	22.1404	0.1286	1	21.3167	0.0172	1	20.3882	0.0176	1	1	2005-04-10T18:45:40
231	231	83.596671	-5.380258	4	0	05 34 23.201	-05 22 48.93	2	       	25.7071	0	       	25.8143	0	       	21.7319	0	       	24.766	4	21.6415	0.0784	1	1	2005-04-01T06:43:47
231	231	83.596671	-5.380258	4	0	05 34 23.201	-05 22 48.93	3	       	25.6858	0	       	25.4881	0	       	21.7325	0	23.5213	0.0529	1	21.7185	0.077	1	1	2005-03-30T06:44:45
231	231	83.596675	-5.38025	4	0	05 34 23.202	-05 22 48.90	11	       	25.7283	0	       	25.5803	0	       	21.8125	0	23.3906	0.0708	1	21.7937	0.0374	1	1	2005-04-07T06:40:27
231	231	83.596675	-5.38025	4	0	05 34 23.202	-05 22 48.90	12	       	25.7498	0	       	25.3927	0	       	22.0216	0	23.7917	0.0748	1	21.3198	0.0502	1	1	2005-04-07T09:52:24
235	235	83.597692	-5.206386	1	0	05 34 23.446	-05 12 22.99	41	       	26.2192	0	       	26.0999	0	       	22.8922	0	23.1714	0.0348	1	21.6895	0.0232	1	1	2005-04-10T18:45:40
236	236	83.598279	-5.222611	1	0	05 34 23.587	-05 13 21.40	41	       	25.9457	0	24.8284	0.0871	1	       	22.5301	0	22.1043	0.023	1	21.0591	0.0183	1	1	2005-04-10T18:45:40
237	237	83.598642	-5.289939	2	0	05 34 23.674	-05 17 23.78	32	21.0716	0.0175	1	19.1871	0.011	1	17.6363	0.0149	1	16.5211	0.0021	2	15.7429	0.0023	2	1	2005-04-10T03:21:27
237	237	83.598642	-5.289939	2	0	05 34 23.674	-05 17 23.78	33	20.794	0.0092	1	19.2641	0.0111	1	17.6997	0.0151	1	16.5566	0.0021	2	15.7555	0.0023	2	1	2005-04-09T17:10:08
239	239	83.599137	-5.366656	2	0	05 34 23.793	-05 21 59.96	2	       	25.5047	0	       	25.453	0	       	21.6307	0	24.2	0.1147	1	22.8287	0.1277	1	1	2005-04-01T06:43:47
239	239	83.599137	-5.366656	2	0	05 34 23.793	-05 21 59.96	3	       	25.7324	0	       	25.4866	0	       	21.6342	0	23.7148	0.1513	1	22.8484	0.0754	1	1	2005-03-30T06:44:45
241	241	83.599221	-5.209011	1	0	05 34 23.813	-05 12 32.44	41	22.3185	0.0232	1	20.7591	0.0136	1	18.7767	0.0194	1	17.3112	0.0023	2	16.3243	0.0025	2	1	2005-04-10T18:45:40
242	242	83.599458	-5.261178	2	0	05 34 23.870	-05 15 40.24	32	19.2296	0.0142	1	16.8637	0.001	2	14.8693	0.0018	2	14.4508	       	3	13.3594	       	3	1	2005-04-10T03:21:27
242	242	83.599458	-5.261178	2	0	05 34 23.870	-05 15 40.24	33	19.0699	0.0026	1	16.8991	0.0011	2	14.9177	0.0019	2	14.4596	       	3	13.415	       	3	1	2005-04-09T17:10:08
244	244	83.599629	-5.398569	2	0	05 34 23.911	-05 23 54.85	11	23.7769	0.1545	1	23.537	0.1684	1	20.1605	0.0689	1	22.9294	0.1218	1	21.568	0.0712	1	1	2005-04-07T06:40:27
244	244	83.599629	-5.398569	2	0	05 34 23.911	-05 23 54.85	12	       	25.8141	0	       	25.2447	0	       	21.6504	0	       	25.2179	4	22.3424	0.0778	1	1	2005-04-07T09:52:24
246	246	83.599842	-5.476314	1	0	05 34 23.962	-05 28 34.73	2D	21.6034	0.0199	1	20.2496	0.0127	1	17.7669	0.0217	1	16.5578	0.0021	2	15.4499	0.0022	2	1	2004-10-29T22:45:10
247	247	83.601767	-5.268267	2	0	05 34 24.424	-05 16 05.76	33	       	26.028	4	       	25.8326	4	       	22.158	0	24.1914	0.0802	1	22.4842	0.1176	1	1	2005-04-09T17:10:08
247	247	83.601767	-5.268267	2	0	05 34 24.424	-05 16 05.76	32	       	25.9922	4	       	25.3393	4	       	22.317	0	23.448	0.1502	1	22.4346	0.1152	1	1	2005-04-10T03:21:27
249	249	83.60205	-5.258097	4	0	05 34 24.492	-05 15 29.15	32	       	25.6257	0	       	25.6372	0	       	22.2906	0	       	24.8757	4	21.6937	0.0513	1	1	2005-04-10T03:21:27
249	249	83.60205	-5.258097	4	0	05 34 24.492	-05 15 29.15	33	       	25.9641	0	       	25.7186	0	       	22.3138	0	23.4926	0.0521	1	21.9511	0.0701	1	1	2005-04-09T17:10:08
249	249	83.60205	-5.258097	4	0	05 34 24.492	-05 15 29.15	41	       	25.8348	0	       	25.4966	0	       	22.2946	0	23.1377	0.0463	1	21.6528	0.0289	1	1	2005-04-10T18:45:40
249	249	83.60205	-5.258097	4	0	05 34 24.492	-05 15 29.15	42	       	25.3964	0	       	25.7757	0	       	22.4036	0	23.388	0.0503	1	22.0091	0.033	1	1	2005-04-07T20:22:59
253	253	83.602121	-5.425725	2	1	05 34 24.509	-05 25 32.61	12	21.3093	0.0189	1	       	25.1885	0	       	21.5219	0	22.4847	0.0314	1	20.6058	0.0366	1	1	2005-04-07T09:52:24
253	253	83.602121	-5.425725	2	1	05 34 24.509	-05 25 32.61	13	       	25.7664	4	       	25.3003	0	       	21.5685	0	22.04	0.0249	1	20.6609	0.0346	1	1	2005-04-04T06:41:53
255	255	83.602254	-5.461258	1	0	05 34 24.541	-05 27 40.53	2D	       	25.688	0	       	25.6021	0	       	21.6626	0	23.0029	0.1147	1	21.2822	0.0586	1	1	2004-10-29T22:45:10
256	256	83.602379	-5.274778	2	0	05 34 24.571	-05 16 29.20	32	       	25.8909	0	       	25.4726	4	       	22.2203	4	23.126	0.039	1	22.5842	0.0466	1	1	2005-04-10T03:21:27
256	256	83.602379	-5.274778	2	0	05 34 24.571	-05 16 29.20	33	       	25.7749	0	       	25.669	4	       	22.1918	4	22.6501	0.0728	1	21.792	0.0497	1	1	2005-04-09T17:10:08
258	258	83.602392	-5.272925	2	0	05 34 24.574	-05 16 22.53	32	23.8892	0.0508	1	22.0316	0.0198	1	20.4195	0.0497	1	19.4963	0.0121	1	18.4457	0.0052	1	1	2005-04-10T03:21:27
258	258	83.602392	-5.272925	2	0	05 34 24.574	-05 16 22.53	33	23.568	0.0569	1	22.0513	0.0197	1	20.4117	0.048	1	19.5525	0.0122	1	18.5203	0.0054	1	1	2005-04-09T17:10:08
260	260	83.602542	-5.386811	4	0	05 34 24.610	-05 23 12.52	2	       	25.6376	0	       	25.5776	0	       	21.6066	0	       	24.953	4	22.569	0.1101	1	1	2005-04-01T06:43:47
260	260	83.602542	-5.386811	4	0	05 34 24.610	-05 23 12.52	3	       	25.6188	0	       	25.4629	0	       	21.6762	0	24.0101	0.0979	1	22.3795	0.1557	1	1	2005-03-30T06:44:45
260	260	83.602542	-5.386811	4	0	05 34 24.610	-05 23 12.52	11	       	25.7237	0	       	25.6245	0	       	21.6943	0	23.6542	0.0831	1	22.4174	0.0479	1	1	2005-04-07T06:40:27
