source_id	ONCnic3	_RAJ2000	_DEJ2000	N	Vis	xPos	yPos	Opt	O	RAJ2000	DEJ2000	F110W	e_F110W	f_F110W	F160W	e_F160W	f_F160W
9057	1022	83.762746	-5.449181	1	39	346	334	0	0	05 35 03.059	-05 26 57.05	       	19.6349	2	       	20.2382	2
9058	1023	83.763	-5.543447	1	9	543	307	0	0	05 35 03.120	-05 32 36.41	       	21.4205	2	       	21.4146	2
9059	1024	83.763129	-5.5283	1	9	541	576	0	0	05 35 03.151	-05 31 41.88	       	21.2176	2	       	21.3547	2
9060	1025	83.76345	-5.668136	1	76	361	425	0	0	05 35 03.228	-05 40 05.29	       	21.9778	2	       	21.765	2
9061	1026	83.763354	-5.709825	1	87	459	499	0	0	05 35 03.205	-05 42 35.37	18.563	0.072	1	16.06	0.034	1
9062	1027	83.763729	-5.222044	1	59	387	378	0	0	05 35 03.295	-05 13 19.36	       	20.7855	2	20.06	0.223	1
9063	1028	83.763742	-5.708125	1	87	452	529	0	0	05 35 03.298	-05 42 29.25	       	22.0969	2	       	21.9463	2
9064	1029	83.763746	-5.720742	1	87	452	305	0	0	05 35 03.299	-05 43 14.67	       	22.0743	2	       	21.5753	2
9065	1030	83.764258	-5.713844	1	87	443	428	0	0	05 35 03.422	-05 42 49.84	15.578	0.018	1	14.7	0.018	1
9066	1031	83.764171	-5.440031	1	39	321	496	0	0	05 35 03.401	-05 26 24.11	       	19.7007	2	       	20.0952	2
9067	1032	83.764337	-5.440481	1	39	318	488	0	0	05 35 03.441	-05 26 25.73	       	19.8677	2	20.47	0.294	1
2466	1033	83.764342	-5.436197	1	39	318	564	3	3	05 35 03.442	-05 26 10.31	14.464	0.011	1	13.65	0.011	1
9068	1034	83.764892	-5.659939	1	76	336	570	0	0	05 35 03.574	-05 39 35.78	       	20.8618	2	       	20.4339	2
9069	1035	83.764679	-5.439669	1	39	312	502	0	0	05 35 03.523	-05 26 22.81	       	19.4578	2	       	19.7883	2
9070	1036	83.764612	-5.491133	1	6B	488	332	0	0	05 35 03.507	-05 29 28.08	12.32	0.004	1	11.56	0.004	1
9071	1037	83.765096	-5.663589	1	76	332	506	0	0	05 35 03.623	-05 39 48.92	20.003	0.141	1	17.51	0.066	1
9072	1038	83.764892	-5.453278	1	39	308	261	0	0	05 35 03.574	-05 27 11.80	       	19.0004	2	       	19.6384	2
9073	1039	83.765146	-5.219533	1	59	362	423	0	0	05 35 03.635	-05 13 10.32	15.782	0.02	1	13.61	0.011	1
8225	1040	83.765258	-5.660583	1	76	329	559	1	1	05 35 03.662	-05 39 38.10	15.506	0.018	1	14.21	0.014	1
9074	1041	83.765129	-5.708189	1	87	428	528	0	0	05 35 03.631	-05 42 29.48	       	22.1799	2	       	21.7513	2
9075	1042	83.765421	-5.710497	1	87	422	487	0	0	05 35 03.701	-05 42 37.79	       	22.3583	2	       	21.8365	2
9076	1043	83.765629	-5.706817	1	87	419	552	0	0	05 35 03.751	-05 42 24.54	       	22.0477	2	       	21.6936	2
2493	1044	83.765937	-5.353278	1	29	171	344	2	2	05 35 03.825	-05 21 11.80	18.364	0.075	1	16.56	0.044	1
2487	1045	83.765625	-5.441103	1	39	295	477	2	2	05 35 03.750	-05 26 27.97	19.273	0.11	1	18.13	0.095	1
9077	1046	83.765721	-5.713144	1	87	417	440	0	0	05 35 03.773	-05 42 47.32	       	22.0965	2	       	21.6801	2
9078	1047	83.766087	-5.538247	1	9	489	400	0	0	05 35 03.861	-05 32 17.69	       	21.1041	2	20.32	0.26	1
9079	1048	83.766354	-5.577553	1	19	590	492	0	0	05 35 03.925	-05 34 39.19	20.977	0.226	1	19.3	0.151	1
2516	1049	83.766292	-5.484294	1	6B	462	447	3	3	05 35 03.910	-05 29 03.46	11.451	0.003	1	10.48	0.003	1
9080	1050	83.7664	-5.494814	1	6B	460	260	0	0	05 35 03.936	-05 29 41.33	20.972	0.249	1	20.13	0.258	1
9081	1051	83.766608	-5.528339	1	9	480	575	0	0	05 35 03.986	-05 31 42.02	       	21.5187	2	       	21.5854	2
2503	1052	83.766792	-5.538642	1	9	477	392	4	4	05 35 04.030	-05 32 19.11	16.068	0.023	1	14.69	0.018	1
9082	1053	83.767012	-5.671856	1	76	298	359	0	0	05 35 04.083	-05 40 18.68	       	21.9088	2	20.36	0.246	1
9083	1054	83.767038	-5.71935	1	87	394	330	0	0	05 35 04.089	-05 43 09.66	       	22.1554	2	       	21.9299	2
9084	1055	83.766992	-5.485639	1	6B	450	423	0	0	05 35 04.078	-05 29 08.30	19.827	0.144	1	17.74	0.073	1
2507	1056	83.766996	-5.44375	1	39	271	430	3	3	05 35 04.079	-05 26 37.50	12.421	0.004	1	11.3	0.004	1
9085	1057	83.767392	-5.354575	1	29	145	321	0	0	05 35 04.174	-05 21 16.47	20.31	0.276	1	       	9.999	0
9086	1058	83.767629	-5.544003	1	9	462	297	0	0	05 35 04.231	-05 32 38.41	       	21.528	2	       	21.0602	2
2526	1059	83.767512	-5.441158	1	39	262	476	2	2	05 35 04.203	-05 26 28.17	12.881	0.005	1	11.89	0.005	1
9087	1060	83.767804	-5.220492	1	59	315	406	0	0	05 35 04.273	-05 13 13.77	18.32	0.065	1	16.64	0.044	1
9088	1061	83.767662	-5.478639	1	6B	438	547	0	0	05 35 04.239	-05 28 43.10	       	19.7159	2	       	19.5999	2
9089	1062	83.768025	-5.678225	1	76	280	246	0	0	05 35 04.326	-05 40 41.61	14.096	0.009	1	12.72	0.007	1
9090	1063	83.768458	-5.674056	1	76	272	320	0	0	05 35 04.430	-05 40 26.60	20.46	0.174	1	18.05	0.084	1
9091	1064	83.768862	-5.671139	1	76	265	372	0	0	05 35 04.527	-05 40 16.10	21.158	0.243	1	18.82	0.12	1
2555	1065	83.768833	-5.494028	1	6B	417	274	3	3	05 35 04.520	-05 29 38.50	12.148	0.004	1	10.91	0.003	1
2586	1066	83.768821	-5.399114	1	48	623	493	3	3	05 35 04.517	-05 23 56.81	11.617	0.003	1	10.25	0.002	1
9092	1067	83.768862	-5.401444	1	48	622	452	0	0	05 35 04.527	-05 24 05.20	       	18.5169	2	19.39	0.266	1
9093	1068	83.76915	-5.530608	1	9	435	535	0	0	05 35 04.596	-05 31 50.19	       	21.5806	2	       	21.7884	2
9094	1069	83.769404	-5.720308	1	87	352	313	0	0	05 35 04.657	-05 43 13.11	       	22.0689	2	       	21.8045	2
2577	1070	83.769446	-5.493439	1	6B	406	284	3	3	05 35 04.667	-05 29 36.38	13.406	0.007	1	12.53	0.007	1
2588	1071	83.769879	-5.443975	1	39	220	426	3	3	05 35 04.771	-05 26 38.31	12.717	0.005	1	       	9.999	0
2600	1072	83.770329	-5.349364	1	28	578	499	3	3	05 35 04.879	-05 20 57.71	14.414	0.011	1	12.84	0.008	1
9095	1073	83.770287	-5.528411	1	9	415	574	0	0	05 35 04.869	-05 31 42.28	       	21.2437	2	       	21.0674	2
2606	1074	83.770637	-5.352631	1	28	572	441	3	3	05 35 04.953	-05 21 09.47	14.54	0.012	1	12.54	0.007	1
9096	1075	83.7708	-5.220547	1	59	262	405	0	0	05 35 04.992	-05 13 13.97	       	9.999	0	       	20.4212	2
9097	1076	83.770921	-5.530133	1	9	404	543	0	0	05 35 05.021	-05 31 48.48	       	21.3111	2	       	21.3914	2
9098	1077	83.771142	-5.670447	1	76	225	384	0	0	05 35 05.074	-05 40 13.61	20.405	0.17	1	18.12	0.087	1
9099	1078	83.771125	-5.531892	1	9	400	512	0	0	05 35 05.070	-05 31 54.81	       	21.532	2	19.75	0.187	1
9100	1079	83.771371	-5.574522	1	19	501	546	0	0	05 35 05.129	-05 34 28.28	12.531	0.004	1	11.11	0.003	1
9101	1080	83.771992	-5.672531	1	76	210	347	0	0	05 35 05.278	-05 40 21.11	       	21.5719	2	       	21.214	2
9102	1081	83.772117	-5.724492	1	87	304	239	0	0	05 35 05.308	-05 43 28.17	       	21.9147	2	       	21.7141	2
9103	1082	83.772371	-5.357017	1	28	542	363	0	0	05 35 05.369	-05 21 25.26	       	17.6463	2	       	17.9874	2
9104	1083	83.772504	-5.7163	1	87	297	384	0	0	05 35 05.401	-05 42 58.68	       	22.0521	2	       	21.6684	2
2649	1084	83.772475	-5.403003	1	48	558	424	2	2	05 35 05.394	-05 24 10.81	12.611	0.005	1	10.82	0.003	1
2651	1085	83.772608	-5.404244	1	48	556	402	3	3	05 35 05.426	-05 24 15.28	13.776	0.008	1	12.24	0.006	1
2664	1086	83.7728	-5.489514	1	6B	347	354	2	2	05 35 05.472	-05 29 22.25	16.432	0.027	1	15.52	0.026	1
9105	1087	83.772958	-5.484661	1	6B	344	440	0	0	05 35 05.510	-05 29 04.78	       	21.3547	2	       	21.0959	2
9106	1088	83.773183	-5.589361	1	19	469	283	0	0	05 35 05.564	-05 35 21.70	       	20.7011	2	       	20.4221	2
9107	1089	83.773137	-5.540414	1	9	364	361	0	0	05 35 05.553	-05 32 25.49	       	21.4321	2	       	20.9122	2
9108	1090	83.773171	-5.710875	1	87	286	480	0	0	05 35 05.561	-05 42 39.15	       	21.2596	2	       	21.4447	2
9109	1091	83.773296	-5.537847	1	9	362	407	0	0	05 35 05.591	-05 32 16.25	       	21.4585	2	       	21.0842	2
9110	1092	83.773521	-5.674708	1	76	183	308	0	0	05 35 05.645	-05 40 28.95	       	9.999	0	       	9.999	0
2676	1093	83.773367	-5.489583	1	6B	337	353	2	2	05 35 05.608	-05 29 22.50	14.508	0.011	1	12.45	0.006	1
9111	1094	83.773392	-5.410986	1	48	542	282	0	0	05 35 05.614	-05 24 39.55	       	18.7324	2	18.48	0.118	1
9112	1095	83.773567	-5.717994	1	87	278	354	0	0	05 35 05.656	-05 43 04.78	14.578	0.012	1	13.78	0.012	1
2686	1096	83.773692	-5.396	1	48	537	548	3	3	05 35 05.686	-05 23 45.60	15.375	0.017	1	13.51	0.01	1
2699	1097	83.773858	-5.398439	1	48	534	505	3	3	05 35 05.726	-05 23 54.38	12.446	0.004	1	11.53	0.004	1
2701	1098	83.773933	-5.405222	1	48	533	385	2	2	05 35 05.744	-05 24 18.80	12.343	0.004	1	10.59	0.003	1
9113	1099	83.773821	-5.544556	1	9	346	274	0	0	05 35 05.717	-05 32 40.40	       	21.4505	2	       	20.4911	2
9114	1100	83.774492	-5.477272	1	6B	317	571	0	0	05 35 05.878	-05 28 38.18	       	20.3693	2	       	20.4472	2
9115	1101	83.7753	-5.493292	1	6B	303	287	0	0	05 35 06.072	-05 29 35.85	       	21.3196	2	20.59	0.276	1
9116	1102	83.775296	-5.444156	1	3A	610	508	0	0	05 35 06.071	-05 26 38.96	       	19.2618	2	       	20.1758	2
9117	1103	83.775462	-5.490628	1	6B	300	334	0	0	05 35 06.111	-05 29 26.26	       	21.0318	2	       	20.7382	2
2730	1104	83.775442	-5.400242	1	48	506	473	3	3	05 35 06.106	-05 24 00.87	18.791	0.095	1	17.43	0.067	1
2749	1105	83.775875	-5.360058	1	28	480	309	2	2	05 35 06.210	-05 21 36.21	18.719	0.155	1	17.12	0.1	1
9118	1106	83.775917	-5.447319	1	3A	599	452	0	0	05 35 06.220	-05 26 50.35	19.667	0.152	1	19.47	0.191	1
2758	1107	83.776492	-5.481511	1	6B	282	496	2	2	05 35 06.358	-05 28 53.44	19.177	0.096	1	17.78	0.075	1
2772	1108	83.776942	-5.355281	1	28	461	394	3	3	05 35 06.466	-05 21 19.01	13.881	0.008	1	12.92	0.008	1
2760	1109	83.776833	-5.451428	1	3A	582	379	3	3	05 35 06.440	-05 27 05.14	13.264	0.006	1	12.22	0.006	1
9119	1110	83.776979	-5.716022	1	87	218	389	0	0	05 35 06.475	-05 42 57.68	20.063	0.145	1	       	9.999	0
2778	1111	83.777137	-5.448722	1	3A	577	427	2	2	05 35 06.513	-05 26 55.40	18.014	0.06	1	14.73	0.018	1
2787	1112	83.777287	-5.547686	1	9	291	232	4	4	05 35 06.549	-05 32 51.67	15.205	0.015	1	13.28	0.009	1
8186	1113	83.777183	-5.411514	1	48	475	273	4	4	05 35 06.524	-05 24 41.45	11.771	0.003	1	10.75	0.003	1
9120	1114	83.777187	-5.409264	1	48	475	313	0	0	05 35 06.525	-05 24 33.35	       	18.3322	2	16.5	0.043	1
2783	1115	83.777292	-5.41715	1	48	473	173	5	5	05 35 06.550	-05 25 01.74	       	17.9873	2	12.29	0.006	1
9121	1116	83.777583	-5.665733	1	77	597	554	0	0	05 35 06.620	-05 39 56.64	       	21.5414	2	18.95	0.128	1
2793	1117	83.777533	-5.447594	1	3A	570	447	8	8	05 35 06.608	-05 26 51.34	12.637	0.005	1	11.65	0.004	1
9122	1118	83.777837	-5.491714	1	6B	258	315	0	0	05 35 06.681	-05 29 30.17	       	20.7243	2	       	21.08	2
2801	1119	83.777892	-5.494325	1	6B	257	269	2	2	05 35 06.694	-05 29 39.57	20.912	0.217	1	18.51	0.104	1
9123	1120	83.77865	-5.671678	1	77	578	448	0	0	05 35 06.876	-05 40 18.04	       	21.7583	2	       	21.4553	2
9124	1121	83.779121	-5.398967	1	48	441	496	0	0	05 35 06.989	-05 23 56.28	       	17.8722	2	       	18.2906	2
2821	1122	83.779392	-5.416925	1	48	436	177	4	4	05 35 07.054	-05 25 00.93	16.983	0.041	1	15.39	0.026	1
2840	1123	83.779817	-5.359428	1	28	410	320	1	1	05 35 07.156	-05 21 33.94	17.735	0.057	1	18.51	0.179	1
2840	1124	83.780079	-5.359619	1	28	405	317	3	3	05 35 07.219	-05 21 34.63	16.509	0.034	1	16.07	0.037	1
9125	1125	83.779992	-5.540872	1	9	243	353	0	0	05 35 07.198	-05 32 27.14	       	21.414	2	19.97	0.206	1
9126	1126	83.779842	-5.412753	1	48	428	251	0	0	05 35 07.162	-05 24 45.91	       	17.5797	2	18.12	0.146	1
2836	1127	83.779933	-5.488308	1	6B	221	375	2	2	05 35 07.184	-05 29 17.91	16.494	0.028	1	14.98	0.021	1
9127	1128	83.780208	-5.367847	1	28	403	171	0	0	05 35 07.250	-05 22 04.25	19.416	0.254	1	16.37	0.059	1
9128	1129	83.780133	-5.415056	1	48	423	210	0	0	05 35 07.232	-05 24 54.20	18.778	0.126	1	18.62	0.14	1
2838	1130	83.780158	-5.444125	1	3A	524	509	3	3	05 35 07.238	-05 26 38.85	15.914	0.021	1	14.92	0.02	1
2850	1131	83.78055	-5.494753	1	6B	210	261	2	2	05 35 07.332	-05 29 41.11	15.523	0.018	1	14.54	0.017	1
9129	1132	83.78095	-5.716675	1	88	634	460	0	0	05 35 07.428	-05 43 00.03	       	21.5592	2	20.5	0.262	1
9130	1133	83.78085	-5.441897	1	3A	512	548	0	0	05 35 07.404	-05 26 30.83	20.3	0.29	1	19.88	0.267	1
2862	1134	83.781333	-5.362808	1	28	383	260	2	2	05 35 07.520	-05 21 46.11	19.589	0.275	1	17.59	0.076	1
2860	1135	83.7811	-5.444594	1	3A	507	500	3	3	05 35 07.464	-05 26 40.54	13.326	0.006	1	12.38	0.006	1
2869	1136	83.781829	-5.400239	1	48	393	473	6	6	05 35 07.639	-05 24 00.86	13.403	0.007	1	12.42	0.006	1
2880	1137	83.782221	-5.357606	1	28	368	353	3	3	05 35 07.733	-05 21 27.38	15.458	0.02	1	14.36	0.016	1
2882	1138	83.782267	-5.350472	1	28	367	479	3	3	05 35 07.744	-05 21 01.70	14.573	0.012	1	11.94	0.005	1
2876	1139	83.782125	-5.414725	1	48	388	216	5	5	05 35 07.710	-05 24 53.01	14.308	0.01	1	13.3	0.01	1
9131	1140	83.782092	-5.221086	1	58	542	487	0	0	05 35 07.702	-05 13 15.91	       	       	2	20.45	0.348	1
2888	1141	83.782438	-5.454525	1	3A	483	324	2	2	05 35 07.785	-05 27 16.29	17.939	0.056	1	16.54	0.043	1
9132	1142	83.782696	-5.544672	1	9	195	285	0	0	05 35 07.847	-05 32 40.82	19.283	0.104	1	       	9.999	0
2894	1143	83.7826	-5.488217	1	6B	174	377	3	3	05 35 07.824	-05 29 17.58	       	20.3814	2	       	9.999	0
9133	1144	83.782679	-5.407994	1	48	378	335	0	0	05 35 07.843	-05 24 28.78	       	17.9767	2	       	18.4523	2
9134	1145	83.782904	-5.669058	1	77	503	495	0	0	05 35 07.897	-05 40 08.61	       	21.7083	2	       	21.6602	2
2903	1146	83.783146	-5.354828	1	28	351	402	3	3	05 35 07.955	-05 21 17.38	13.539	0.007	1	12.64	0.007	1
9135	1147	83.783008	-5.461178	1	3A	473	206	0	0	05 35 07.922	-05 27 40.24	20.795	0.226	1	19.28	0.191	1
2919	1148	83.783571	-5.354967	1	28	344	400	3	3	05 35 08.057	-05 21 17.88	16.521	0.031	1	15.74	0.03	1
9136	1149	83.783583	-5.668058	1	77	491	512	0	0	05 35 08.060	-05 40 05.01	16.658	0.03	1	15.63	0.028	1
9137	1150	83.783637	-5.446128	1	3A	462	473	0	0	05 35 08.073	-05 26 46.06	18.596	0.095	1	18.08	0.104	1
2935	1151	83.784321	-5.346428	1	28	331	551	4	4	05 35 08.237	-05 20 47.14	14.938	0.014	1	12.98	0.008	1
2933	1152	83.784325	-5.400953	1	48	349	460	6	6	05 35 08.238	-05 24 03.43	13.837	0.008	1	12.46	0.006	1
2947	1153	83.784375	-5.486739	1	6A	628	491	3	3	05 35 08.250	-05 29 12.26	14.585	0.012	1	13.72	0.011	1
2953	1154	83.784696	-5.350714	1	28	324	475	2	2	05 35 08.327	-05 21 02.57	17.795	0.082	1	16.79	0.059	1
2951	1155	83.7846	-5.409764	1	48	344	304	3	3	05 35 08.304	-05 24 35.15	13.178	0.006	1	12.15	0.006	1
9138	1156	83.784662	-5.446967	1	3A	444	458	0	0	05 35 08.319	-05 26 49.08	       	18.8643	2	17.82	0.096	1
2977	1157	83.785087	-5.355561	1	28	317	389	2	2	05 35 08.421	-05 21 20.02	15.482	0.018	1	13.71	0.012	1
9139	1158	83.785025	-5.536208	1	0A	638	520	0	0	05 35 08.406	-05 32 10.35	       	21.278	2	19.88	0.199	1
9140	1159	83.785362	-5.400442	1	48	331	469	0	0	05 35 08.487	-05 24 01.59	       	18.1423	2	17.62	0.096	1
2985	1160	83.785558	-5.411569	1	48	327	272	3	3	05 35 08.534	-05 24 41.65	13.27	0.007	1	12.22	0.006	1
9141	1161	83.785938	-5.7191	1	88	546	417	0	0	05 35 08.625	-05 43 08.76	20.498	0.177	1	18.82	0.12	1
2996	1162	83.785917	-5.438792	1	3A	422	603	3	3	05 35 08.620	-05 26 19.65	13.863	0.008	1	12.43	0.006	1
9142	1163	83.786229	-5.44895	1	3A	416	423	0	0	05 35 08.695	-05 26 56.22	19.304	0.113	1	19.33	0.19	1
9143	1164	83.786658	-5.684875	1	77	436	214	0	0	05 35 08.798	-05 41 05.55	17.832	0.052	1	15.51	0.026	1
9144	1165	83.786533	-5.445225	1	3A	411	489	0	0	05 35 08.768	-05 26 42.81	19.503	0.146	1	       	19.1455	2
9145	1166	83.78725	-5.681278	1	77	426	278	0	0	05 35 08.940	-05 40 52.60	       	22.0375	2	19.23	0.145	1
9146	1167	83.78805	-5.53815	1	0A	585	486	0	0	05 35 09.132	-05 32 17.34	       	21.1757	2	20.06	0.214	1
9147	1168	83.788579	-5.717219	1	88	499	450	0	0	05 35 09.259	-05 43 01.99	       	22.2718	2	       	21.7088	2
9148	1169	83.788729	-5.722708	1	88	497	353	0	0	05 35 09.295	-05 43 21.75	       	22.0036	2	20.71	0.292	1
3072	1170	83.788946	-5.361589	1	28	249	282	3	3	05 35 09.347	-05 21 41.72	14.375	0.011	1	11.76	0.005	1
9149	1171	83.789046	-5.664028	1	77	395	584	0	0	05 35 09.371	-05 39 50.50	       	21.9593	2	18.81	0.12	1
9150	1172	83.7891	-5.707486	1	88	490	623	0	0	05 35 09.384	-05 42 26.95	21.18	0.244	1	19.25	0.146	1
3074	1173	83.789012	-5.457006	1	3A	367	280	2	2	05 35 09.363	-05 27 25.22	19.397	0.111	1	17.42	0.064	1
9151	1174	83.789333	-5.686792	1	77	389	180	0	0	05 35 09.440	-05 41 12.45	       	21.4103	2	20.71	0.292	1
9152	1175	83.789442	-5.724669	1	88	484	318	0	0	05 35 09.466	-05 43 28.81	       	21.822	2	20.26	0.235	1
3080	1176	83.789671	-5.363431	1	28	236	249	2	2	05 35 09.521	-05 21 48.35	16.779	0.047	1	14.59	0.02	1
9153	1177	83.789508	-5.724033	1	88	483	329	0	0	05 35 09.482	-05 43 26.52	18.901	0.084	1	17.18	0.057	1
9154	1178	83.790146	-5.673272	1	77	375	420	0	0	05 35 09.635	-05 40 23.78	21.196	0.245	1	18.95	0.128	1
3104	1179	83.79035	-5.356967	1	28	224	364	3	3	05 35 09.684	-05 21 25.08	13.048	0.006	1	12.01	0.005	1
3094	1180	83.790275	-5.439869	1	3A	345	584	3	3	05 35 09.666	-05 26 23.53	13.853	0.009	1	12.15	0.006	1
3109	1181	83.790688	-5.357908	1	28	218	347	3	3	05 35 09.765	-05 21 28.47	12.094	0.004	1	10.19	0.002	1
9155	1182	83.790558	-5.448661	1	3A	340	428	0	0	05 35 09.734	-05 26 55.18	19.804	0.184	1	18.82	0.155	1
9156	1183	83.790671	-5.708617	1	88	463	603	0	0	05 35 09.761	-05 42 31.02	       	21.9563	2	20.01	0.209	1
3111	1184	83.790775	-5.401978	1	48	235	442	3	3	05 35 09.786	-05 24 07.12	17.667	0.137	1	       	17.3831	2
9157	1185	83.7908	-5.458583	1	3A	335	252	0	0	05 35 09.792	-05 27 30.90	       	19.1483	2	17.13	0.056	1
3127	1186	83.7912	-5.356292	1	28	209	376	2	2	05 35 09.888	-05 21 22.65	17.626	0.089	1	14.85	0.025	1
9158	1187	83.79115	-5.729236	1	88	454	237	0	0	05 35 09.876	-05 43 45.25	20.034	0.143	1	19.29	0.149	1
9159	1188	83.791154	-5.713675	1	88	454	513	0	0	05 35 09.877	-05 42 49.23	       	22.1327	2	       	21.8623	2
3136	1189	83.791362	-5.362097	1	28	206	273	2	2	05 35 09.927	-05 21 43.55	15.172	0.016	1	12.36	0.006	1
9160	1190	83.79145	-5.671403	1	77	352	453	0	0	05 35 09.948	-05 40 17.05	       	21.9547	2	       	21.5424	2
3132	1191	83.791267	-5.402997	1	48	226	424	3	3	05 35 09.904	-05 24 10.79	17.114	0.12	1	17.45	0.12	1
3134	1192	83.791312	-5.442914	1	3A	327	530	2	2	05 35 09.915	-05 26 34.49	17.663	0.053	1	15.73	0.031	1
9161	1193	83.791896	-5.706136	1	88	441	647	0	0	05 35 10.055	-05 42 22.09	       	21.83	2	20.75	0.295	1
9162	1194	83.79205	-5.720847	1	88	438	386	0	0	05 35 10.092	-05 43 15.05	19.706	0.122	1	18.51	0.104	1
9163	1195	83.792062	-5.712392	1	88	438	536	0	0	05 35 10.095	-05 42 44.61	       	22.029	2	       	21.9513	2
9164	1196	83.792179	-5.708672	1	88	436	602	0	0	05 35 10.123	-05 42 31.22	       	21.9899	2	19.99	0.207	1
9165	1197	83.792458	-5.721631	1	88	431	372	0	0	05 35 10.190	-05 43 17.87	       	21.9522	2	       	21.9548	2
9166	1198	83.792796	-5.667119	1	77	328	529	0	0	05 35 10.271	-05 40 01.63	17.655	0.048	1	16.71	0.045	1
9167	1199	83.792675	-5.450747	1	3A	302	391	0	0	05 35 10.242	-05 27 02.69	19.805	0.187	1	       	18.8158	2
9168	1200	83.792783	-5.714286	1	88	425	502	0	0	05 35 10.268	-05 42 51.43	       	22.2772	2	       	21.9464	2
3198	1201	83.792867	-5.543761	1	0A	499	386	3	3	05 35 10.288	-05 32 37.54	14.315	0.01	1	11.9	0.005	1
9169	1202	83.792925	-5.404894	1	48	197	390	0	0	05 35 10.302	-05 24 17.62	       	16.3811	2	15.93	0.051	1
3208	1203	83.793067	-5.484406	1	6A	475	532	3	3	05 35 10.336	-05 29 03.86	15.934	0.021	1	14.46	0.016	1
3217	1204	83.793404	-5.359617	1	28	170	317	2	2	05 35 10.417	-05 21 34.62	16.481	0.039	1	14.09	0.014	1
3221	1205	83.793629	-5.359053	1	28	166	327	4	4	05 35 10.471	-05 21 32.59	17.183	0.078	1	14.79	0.019	1
9170	1206	83.793542	-5.705347	1	88	412	661	0	0	05 35 10.450	-05 42 19.25	       	21.239	2	       	21.5101	2
9171	1207	83.793804	-5.498	1	6A	461	291	0	0	05 35 10.513	-05 29 52.80	       	20.6506	2	20.3	0.255	1
9172	1208	83.794013	-5.706992	1	88	404	632	0	0	05 35 10.563	-05 42 25.17	       	21.6976	2	       	21.6173	2
9173	1209	83.793992	-5.538856	1	0A	480	473	0	0	05 35 10.558	-05 32 19.88	       	21.8164	2	       	21.3978	2
3237	1210	83.794033	-5.553792	1	0A	478	208	5	5	05 35 10.568	-05 33 13.65	13.255	0.006	1	11.92	0.005	1
9174	1211	83.794325	-5.670733	1	77	301	465	0	0	05 35 10.638	-05 40 14.64	       	21.807	2	       	21.449	2
9175	1212	83.793937	-5.676628	1	78	787	434	0	0	05 35 10.545	-05 40 35.86	       	9.999	0	       	9.999	0
9176	1213	83.794204	-5.48835	1	6A	455	462	0	0	05 35 10.609	-05 29 18.06	       	21.0521	2	20.25	0.241	1
9177	1214	83.794312	-5.227089	1	58	326	380	0	0	05 35 10.635	-05 13 37.52	22.748	0.705	1	19.61	0.177	1
9178	1215	83.794775	-5.714894	1	88	390	492	0	0	05 35 10.746	-05 42 53.62	18.111	0.059	1	16.76	0.046	1
9179	1216	83.794942	-5.233317	1	58	315	270	0	0	05 35 10.786	-05 13 59.94	22.439	0.519	1	19.9	0.212	1
9180	1217	83.795542	-5.589953	1	1A	560	358	0	0	05 35 10.930	-05 35 23.83	15.114	0.015	1	13.79	0.012	1
9181	1218	83.795546	-5.583186	1	1A	560	478	0	0	05 35 10.931	-05 34 59.47	12.252	0.004	1	11.24	0.004	1
9182	1219	83.795458	-5.732172	1	88	378	185	0	0	05 35 10.910	-05 43 55.82	       	21.5177	2	       	21.2706	2
9183	1220	83.795487	-5.723375	1	88	377	341	0	0	05 35 10.917	-05 43 24.15	       	22.3019	2	       	21.9397	2
9184	1221	83.796204	-5.674367	1	77	268	400	0	0	05 35 11.089	-05 40 27.72	       	21.9472	2	20.53	0.267	1
9185	1222	83.796354	-5.720225	1	88	362	397	0	0	05 35 11.125	-05 43 12.81	17.684	0.048	1	16.18	0.036	1
9186	1223	83.796117	-5.226439	1	58	294	392	0	0	05 35 11.068	-05 13 35.18	24.68	2.018	1	20.31	0.255	1
9187	1224	83.796363	-5.450269	1	3A	237	399	0	0	05 35 11.127	-05 27 00.97	19.114	0.1	1	       	18.801	2
3341	1225	83.796625	-5.452381	1	3A	233	362	2	2	05 35 11.190	-05 27 08.57	19.112	0.104	1	       	9.999	0
9188	1226	83.797108	-5.722111	1	88	349	364	0	0	05 35 11.306	-05 43 19.60	       	21.992	2	20.75	0.295	1
9189	1227	83.797067	-5.550731	1	0A	425	262	0	0	05 35 11.296	-05 33 02.63	       	21.5933	2	       	21.2815	2
9190	1228	83.797112	-5.530828	1	0A	425	615	0	0	05 35 11.307	-05 31 50.98	       	21.1441	2	19	0.132	1
9191	1229	83.797212	-5.487131	1	6A	401	484	0	0	05 35 11.331	-05 29 13.67	       	21.0201	2	20.4	0.257	1
9192	1230	83.798	-5.679631	1	77	236	307	0	0	05 35 11.520	-05 40 46.67	20.877	0.211	1	18.94	0.127	1
9193	1231	83.798033	-5.481036	1	6A	387	592	0	0	05 35 11.528	-05 28 51.73	       	20.4237	2	20.42	0.292	1
9194	1232	83.798537	-5.714589	1	88	324	497	0	0	05 35 11.649	-05 42 52.52	       	21.4696	2	       	21.3728	2
9195	1233	83.798729	-5.682225	1	77	223	261	0	0	05 35 11.695	-05 40 56.01	20.606	0.188	1	18.68	0.113	1
